anon_id,platform,topic,topic_probability,sentiment,char_count
P1113,Xiaohongshu,T5,0.6287,Neutral,59
P1114,Xiaohongshu,T5,0.6097,Negative,242
P1115,Xiaohongshu,T5,0.6682,Positive,204
P1116,Xiaohongshu,T5,0.6259,Positive,119
P1117,Xiaohongshu,T5,0.9256,Positive,35
P1118,Xiaohongshu,T5,0.9307,Neutral,59
P1119,Xiaohongshu,T5,0.9257,Negative,56
P1120,Xiaohongshu,T5,0.6401,Negative,159
P1121,Xiaohongshu,T5,0.9834,Neutral,222
P1122,Xiaohongshu,T5,0.9171,Positive,176
P1123,Xiaohongshu,T5,0.7173,Neutral,374
P1124,Xiaohongshu,T5,0.5088,Negative,167
P1125,Xiaohongshu,T5,0.5612,Neutral,208
P1126,Xiaohongshu,T5,0.565,Negative,34
P1127,Xiaohongshu,T5,0.4389,Neutral,222
P1128,Xiaohongshu,T5,0.724,Neutral,494
P1129,Xiaohongshu,T5,0.7715,Neutral,32
P1130,Xiaohongshu,T5,0.8402,Negative,562
P1131,Xiaohongshu,T5,0.4374,Neutral,233
P1132,Xiaohongshu,T5,0.5688,Neutral,559
P1133,Xiaohongshu,T5,0.6281,Neutral,67
P1134,Xiaohongshu,T5,0.7818,Neutral,430
P1135,Xiaohongshu,T5,0.8553,Neutral,253
P1136,Xiaohongshu,T5,0.6554,Positive,872
P1137,Xiaohongshu,T5,0.9954,Neutral,865
P1138,Xiaohongshu,T5,0.5341,Positive,915
P1139,Xiaohongshu,T5,0.5231,Neutral,185
P1140,Xiaohongshu,T5,0.9909,Neutral,437
P1141,Xiaohongshu,T5,0.949,Neutral,50
P1142,Xiaohongshu,T5,0.6871,Neutral,358
P1143,Xiaohongshu,T5,0.9695,Neutral,117
P1144,Xiaohongshu,T5,0.6827,Negative,64
P1145,Xiaohongshu,T5,0.6575,Neutral,202
P1146,Xiaohongshu,T5,0.9914,Positive,361
P1147,Xiaohongshu,T5,0.5006,Positive,839
P1148,Xiaohongshu,T5,0.6444,Negative,325
P1149,Xiaohongshu,T5,0.7568,Neutral,732
P1150,Xiaohongshu,T5,0.9261,Negative,41
P1151,Xiaohongshu,T5,0.9313,Neutral,34
P1152,Xiaohongshu,T5,0.6222,Positive,228
P1153,Xiaohongshu,T5,0.9796,Negative,152
P1154,Xiaohongshu,T5,0.9644,Neutral,90
P1155,Xiaohongshu,T5,0.6532,Neutral,912
P1156,Xiaohongshu,T5,0.5729,Positive,957
P1157,Xiaohongshu,T5,0.7983,Positive,96
P1158,Xiaohongshu,T5,0.7294,Neutral,45
P1159,Xiaohongshu,T5,0.6568,Negative,157
P1160,Xiaohongshu,T5,0.5947,Positive,276
P1161,Xiaohongshu,T5,0.5213,Neutral,53
P1162,Xiaohongshu,T5,0.6804,Positive,915
P1163,Xiaohongshu,T5,0.5556,Positive,972
P1164,Xiaohongshu,T5,0.961,Neutral,1033
P1165,Xiaohongshu,T5,0.4107,Negative,193
P1166,Xiaohongshu,T5,0.5086,Neutral,25
P1167,Xiaohongshu,T5,0.6466,Positive,81
P1168,Xiaohongshu,T5,0.3806,Negative,237
P1169,Xiaohongshu,T5,0.7599,Negative,377
P1170,Xiaohongshu,T5,0.7131,Negative,775
P1171,Xiaohongshu,T5,0.8418,Neutral,502
P1172,Xiaohongshu,T5,0.6179,Negative,44
P1173,Xiaohongshu,T5,0.5033,Negative,59
P1174,Xiaohongshu,T5,0.7279,Neutral,332
P1175,Xiaohongshu,T5,0.5418,Neutral,126
P1176,Xiaohongshu,T5,0.352,Neutral,593
P1177,Xiaohongshu,T5,0.7933,Positive,534
P1178,Xiaohongshu,T5,0.8809,Neutral,280
P1179,Xiaohongshu,T5,0.3909,Positive,237
P1180,Xiaohongshu,T5,0.7786,Negative,103
P1181,Xiaohongshu,T5,0.8284,Neutral,174
P1182,Xiaohongshu,T5,0.66,Neutral,515
P1183,Xiaohongshu,T5,0.5358,Neutral,918
P1184,Xiaohongshu,T5,0.6406,Negative,129
P1185,Xiaohongshu,T5,0.6566,Neutral,191
P1186,Xiaohongshu,T5,0.854,Positive,299
P1187,Xiaohongshu,T5,0.8014,Positive,97
P1188,Xiaohongshu,T5,0.3805,Positive,58
P1189,Xiaohongshu,T5,0.5602,Neutral,125
P1190,Xiaohongshu,T5,0.9225,Neutral,424
P1191,Xiaohongshu,T5,0.9609,Neutral,921
P1192,Xiaohongshu,T5,0.6867,Neutral,599
P1193,Xiaohongshu,T5,0.4921,Neutral,249
P1194,Xiaohongshu,T5,0.5502,Positive,448
P1195,Xiaohongshu,T5,0.9102,Negative,30
P1196,Xiaohongshu,T5,0.9711,Negative,527
P1197,Xiaohongshu,T5,0.6524,Positive,680
P1198,Xiaohongshu,T5,0.4267,Positive,171
P1199,Xiaohongshu,T5,0.7881,Positive,82
P1200,Xiaohongshu,T5,0.5898,Neutral,141
P1201,Xiaohongshu,T5,0.7718,Positive,476
P1202,Xiaohongshu,T5,0.5157,Neutral,167
P1203,Xiaohongshu,T5,0.6923,Neutral,59
P1204,Xiaohongshu,T5,0.7606,Negative,457
P1205,Xiaohongshu,T5,0.4147,Neutral,238
P1206,Xiaohongshu,T5,0.894,Positive,451
P1207,Xiaohongshu,T5,0.7933,Positive,412
P1208,Xiaohongshu,T5,0.869,Neutral,320
P1209,Xiaohongshu,T5,0.6611,Positive,224
P1210,Xiaohongshu,T5,0.5588,Neutral,199
P1211,Xiaohongshu,T5,0.8687,Neutral,124
P1212,Xiaohongshu,T5,0.6642,Negative,361
P1213,Xiaohongshu,T5,0.3175,Positive,1017
P1214,Xiaohongshu,T5,0.949,Positive,404
P1215,Xiaohongshu,T5,0.6911,Neutral,265
P1216,Xiaohongshu,T5,0.8205,Negative,447
P1217,Xiaohongshu,T5,0.6966,Neutral,166
P1218,Xiaohongshu,T5,0.5841,Negative,129
P1219,Xiaohongshu,T5,0.5974,Positive,349
P1220,Xiaohongshu,T5,0.9098,Negative,62
P1221,Xiaohongshu,T5,0.9169,Neutral,34
P1222,Xiaohongshu,T5,0.813,Neutral,120
P1223,Xiaohongshu,T5,0.5792,Positive,281
P1224,Xiaohongshu,T5,0.5799,Neutral,92
P1225,Xiaohongshu,T5,0.8399,Positive,216
P1226,Xiaohongshu,T5,0.4692,Negative,86
P1227,Xiaohongshu,T5,0.718,Neutral,82
P1228,Xiaohongshu,T5,0.3981,Neutral,106
P1229,Xiaohongshu,T5,0.3504,Neutral,699
P1230,Xiaohongshu,T5,0.6336,Negative,180
P1231,Xiaohongshu,T5,0.9879,Neutral,323
P1232,Xiaohongshu,T5,0.6973,Neutral,108
P1233,Xiaohongshu,T5,0.5998,Neutral,163
P1234,Xiaohongshu,T5,0.4101,Positive,277
P1235,Xiaohongshu,T5,0.7917,Neutral,47
P1236,Xiaohongshu,T5,0.9948,Neutral,870
P1237,Xiaohongshu,T5,0.8631,Neutral,113
P1238,Xiaohongshu,T5,0.9229,Positive,213
P1239,Xiaohongshu,T5,0.8055,Neutral,49
P1240,Xiaohongshu,T5,0.5658,Negative,106
P1241,Xiaohongshu,T5,0.5034,Negative,42
P1242,Xiaohongshu,T5,0.9485,Negative,58
P1243,Xiaohongshu,T5,0.9815,Neutral,171
P1244,Xiaohongshu,T5,0.6132,Negative,141
P1245,Xiaohongshu,T5,0.5348,Negative,362
P1246,Xiaohongshu,T5,0.9806,Neutral,168
P1247,Xiaohongshu,T5,0.8835,Neutral,641
P1248,Xiaohongshu,T5,0.9491,Negative,61
P1249,Xiaohongshu,T5,0.7864,Neutral,103
P1250,Xiaohongshu,T5,0.3766,Negative,95
P1251,Xiaohongshu,T5,0.754,Neutral,962
P1252,Xiaohongshu,T5,0.7848,Neutral,957
P1253,Xiaohongshu,T5,0.5936,Neutral,204
P1254,Xiaohongshu,T5,0.821,Neutral,68
P1255,Xiaohongshu,T5,0.7793,Neutral,80
P1256,Xiaohongshu,T5,0.4938,Positive,767
P1257,Xiaohongshu,T5,0.7122,Neutral,113
P1258,Xiaohongshu,T5,0.744,Positive,74
P1259,Xiaohongshu,T5,0.5817,Negative,127
P1260,Xiaohongshu,T5,0.6107,Neutral,416
P1261,Xiaohongshu,T5,0.8017,Neutral,27
P1262,Xiaohongshu,T5,0.5813,Negative,431
P1263,Xiaohongshu,T5,0.725,Positive,664
P1264,Xiaohongshu,T5,0.5051,Neutral,99
P1265,Xiaohongshu,T5,0.7724,Negative,78
P1266,Xiaohongshu,T5,0.3404,Positive,94
P1267,Xiaohongshu,T5,0.8708,Positive,1025
P1268,Xiaohongshu,T5,0.6254,Neutral,151
P1269,Xiaohongshu,T5,0.6556,Neutral,260
P1270,Xiaohongshu,T5,0.5181,Positive,135
P1271,Xiaohongshu,T5,0.4487,Neutral,410
P1272,Xiaohongshu,T5,0.6182,Neutral,1004
P1273,Zhihu,T1,0.8451,Negative,1690
P1274,Zhihu,T1,0.5792,Neutral,1709
P1275,Zhihu,T1,0.4752,Positive,229
P1276,Zhihu,T1,0.6927,Positive,2037
P1277,Zhihu,T1,0.5537,Neutral,2153
P1278,Zhihu,T1,0.6486,Neutral,2320
P1279,Zhihu,T1,0.8515,Neutral,1930
P1280,Zhihu,T1,0.5197,Neutral,3632
P1281,Zhihu,T1,0.7395,Neutral,555
P1282,Zhihu,T1,0.437,Negative,9648
P1283,Zhihu,T1,0.7059,Negative,593
P1284,Zhihu,T1,0.5781,Positive,3099
P1285,Zhihu,T1,0.6787,Neutral,3534
P1286,Zhihu,T1,0.5558,Neutral,1520
P1287,Zhihu,T1,0.5167,Positive,11919
P1288,Zhihu,T1,0.7937,Neutral,530
P1289,Zhihu,T1,0.8221,Neutral,200
P1290,Zhihu,T1,0.8766,Neutral,1541
P1291,Zhihu,T1,0.9953,Positive,789
P1292,Zhihu,T1,0.6412,Neutral,842
P1293,Zhihu,T1,0.832,Negative,900
P1294,Zhihu,T1,0.4866,Neutral,967
P1295,Zhihu,T1,0.7425,Positive,2448
P1296,Zhihu,T1,0.7812,Neutral,2077
P1297,Zhihu,T1,0.6299,Neutral,349
P1298,Zhihu,T1,0.927,Negative,1461
P1299,Zhihu,T1,0.5954,Positive,5400
P1300,Zhihu,T1,0.5534,Negative,4439
P1301,Zhihu,T1,0.9388,Neutral,1536
P1302,Zhihu,T1,0.7478,Neutral,144
P1303,Zhihu,T1,0.9888,Neutral,300
P1304,Zhihu,T1,0.5328,Negative,363
P1305,Zhihu,T1,0.6033,Negative,4944
P1306,Zhihu,T1,0.6527,Neutral,48
P1307,Zhihu,T1,0.7138,Positive,6479
P1308,Zhihu,T1,0.6899,Neutral,421
P1309,Zhihu,T1,0.539,Negative,2341
P1310,Zhihu,T1,0.5767,Negative,2361
P1311,Zhihu,T1,0.9882,Positive,264
P1312,Zhihu,T1,0.5804,Neutral,688
P1313,Zhihu,T1,0.5865,Positive,2710
P1314,Zhihu,T1,0.4591,Neutral,1639
P1315,Zhihu,T1,0.6801,Negative,1551
P1316,Zhihu,T1,0.7599,Positive,2210
P1317,Zhihu,T1,0.997,Positive,1338
P1318,Zhihu,T1,0.4518,Positive,2304
P1319,Zhihu,T1,0.5019,Positive,1935
P1320,Zhihu,T1,0.6666,Positive,3707
P1321,Zhihu,T1,0.7423,Positive,1554
P1322,Zhihu,T1,0.5675,Negative,2455
P1323,Zhihu,T1,0.5791,Positive,412
P1324,Zhihu,T1,0.542,Negative,2469
P1325,Zhihu,T1,0.6314,Negative,3603
P1326,Zhihu,T1,0.513,Positive,4624
P1327,Zhihu,T1,0.5126,Positive,5664
P1328,Zhihu,T1,0.5312,Positive,3384
P1329,Zhihu,T1,0.8709,Neutral,442
P1330,Zhihu,T1,0.3787,Negative,4688
P1331,Zhihu,T1,0.4165,Negative,4135
P1332,Zhihu,T1,0.703,Neutral,1988
P1333,Zhihu,T1,0.4673,Positive,1907
P1334,Zhihu,T1,0.4706,Neutral,10285
P1335,Zhihu,T1,0.5746,Negative,5678
P1336,Zhihu,T1,0.3356,Neutral,319
P1337,Zhihu,T1,0.6485,Negative,317
P1338,Zhihu,T1,0.4555,Negative,2448
P1339,Zhihu,T1,0.4342,Negative,4519
P1340,Zhihu,T1,0.3756,Negative,1959
P1341,Zhihu,T1,0.517,Positive,1445
P1342,Zhihu,T1,0.5136,Positive,324
P1343,Zhihu,T1,0.6951,Negative,3302
P1344,Zhihu,T1,0.979,Negative,186
P1345,Zhihu,T1,0.6017,Neutral,691
P1346,Zhihu,T1,0.3872,Negative,2294
P1347,Zhihu,T1,0.5492,Positive,2158
P1348,Zhihu,T1,0.694,Negative,3417
P1349,Zhihu,T1,0.6207,Positive,1555
P1350,Zhihu,T1,0.4914,Positive,5838
P1351,Zhihu,T1,0.4652,Neutral,728
P1352,Zhihu,T1,0.5206,Positive,398
P1353,Zhihu,T1,0.6195,Neutral,1489
P1354,Zhihu,T1,0.462,Positive,3275
P1355,Zhihu,T1,0.5086,Neutral,206
P1356,Zhihu,T1,0.4836,Positive,1984
P1357,Zhihu,T1,0.5902,Negative,1181
P1358,Zhihu,T1,0.592,Neutral,130
P1359,Zhihu,T1,0.488,Positive,663
P1360,Zhihu,T1,0.6664,Positive,5558
P1361,Zhihu,T1,0.936,Neutral,59
P1362,Zhihu,T1,0.4314,Positive,2587
P1363,Zhihu,T1,0.8969,Neutral,199
P1364,Zhihu,T2,0.4494,Neutral,814
P1365,Zhihu,T2,0.9374,Neutral,64
P1366,Zhihu,T2,0.814,Neutral,101
P1367,Zhihu,T2,0.4297,Neutral,120
P1368,Zhihu,T2,0.5207,Neutral,568
P1369,Zhihu,T2,0.9965,Negative,1000
P1370,Zhihu,T2,0.576,Positive,4681
P1371,Zhihu,T2,0.6503,Negative,805
P1372,Zhihu,T2,0.3463,Neutral,966
P1373,Zhihu,T2,0.5041,Neutral,174
P1374,Zhihu,T2,0.5582,Positive,1003
P1375,Zhihu,T2,0.4678,Positive,1444
P1376,Zhihu,T2,0.4193,Neutral,837
P1377,Zhihu,T2,0.532,Neutral,398
P1378,Zhihu,T2,0.6196,Neutral,400
P1379,Zhihu,T2,0.9951,Neutral,634
P1380,Zhihu,T2,0.4232,Neutral,178
P1381,Zhihu,T2,0.9961,Neutral,799
P1382,Zhihu,T2,0.5032,Neutral,918
P1383,Zhihu,T2,0.4546,Neutral,274
P1384,Zhihu,T2,0.9918,Neutral,335
P1385,Zhihu,T2,0.4942,Positive,962
P1386,Zhihu,T2,0.7924,Neutral,148
P1387,Zhihu,T2,0.9755,Positive,159
P1388,Zhihu,T2,0.9832,Neutral,177
P1389,Zhihu,T2,0.9849,Positive,160
P1390,Zhihu,T2,0.8447,Positive,995
P1391,Zhihu,T2,0.452,Positive,872
P1392,Zhihu,T2,0.7685,Positive,593
P1393,Zhihu,T2,0.9874,Neutral,254
P1394,Zhihu,T2,0.6001,Neutral,1116
P1395,Zhihu,T2,0.7763,Neutral,815
P1396,Zhihu,T2,0.6188,Positive,924
P1397,Zhihu,T2,0.5761,Neutral,178
P1398,Zhihu,T2,0.7615,Negative,716
P1399,Zhihu,T2,0.4199,Neutral,911
P1400,Zhihu,T2,0.4154,Negative,617
P1401,Zhihu,T2,0.454,Neutral,168
P1402,Zhihu,T2,0.901,Neutral,1532
P1403,Zhihu,T2,0.3099,Positive,1090
P1404,Zhihu,T2,0.8313,Neutral,3983
P1405,Zhihu,T2,0.6229,Neutral,174
P1406,Zhihu,T2,0.6851,Neutral,480
P1407,Zhihu,T2,0.7287,Neutral,45
P1408,Zhihu,T2,0.7087,Neutral,69
P1409,Zhihu,T2,0.5935,Neutral,963
P1410,Zhihu,T2,0.4821,Positive,449
P1411,Zhihu,T2,0.5235,Positive,895
P1412,Zhihu,T2,0.988,Neutral,239
P1413,Zhihu,T2,0.5007,Negative,2305
P1414,Zhihu,T2,0.7326,Neutral,613
P1415,Zhihu,T2,0.5785,Neutral,400
P1416,Zhihu,T2,0.9543,Negative,68
P1417,Zhihu,T2,0.4864,Neutral,462
P1418,Zhihu,T3,0.5761,Positive,804
P1419,Zhihu,T3,0.7542,Neutral,311
P1420,Zhihu,T3,0.8883,Positive,300
P1421,Zhihu,T3,0.4913,Neutral,178
P1422,Zhihu,T3,0.6262,Positive,172
P1423,Zhihu,T3,0.8475,Neutral,445
P1424,Zhihu,T3,0.9859,Neutral,253
P1425,Zhihu,T3,0.5761,Neutral,4424
P1426,Zhihu,T3,0.6635,Positive,495
P1427,Zhihu,T3,0.5153,Negative,376
P1428,Zhihu,T3,0.8084,Positive,559
P1429,Zhihu,T3,0.9883,Negative,370
P1430,Zhihu,T3,0.5579,Negative,387
P1431,Zhihu,T3,0.3503,Neutral,537
P1432,Zhihu,T3,0.5809,Positive,119
P1433,Zhihu,T3,0.4239,Negative,4251
P1434,Zhihu,T3,0.4489,Neutral,111
P1435,Zhihu,T3,0.591,Neutral,113
P1436,Zhihu,T3,0.6015,Neutral,452
P1437,Zhihu,T3,0.5747,Positive,696
P1438,Zhihu,T3,0.726,Neutral,812
P1439,Zhihu,T3,0.5903,Positive,2207
P1440,Zhihu,T3,0.8475,Neutral,341
P1441,Zhihu,T3,0.7029,Neutral,429
P1442,Zhihu,T3,0.8776,Positive,852
P1443,Zhihu,T3,0.4103,Neutral,347
P1444,Zhihu,T3,0.6947,Positive,1100
P1445,Zhihu,T3,0.8427,Positive,523
P1446,Zhihu,T3,0.5824,Positive,283
P1447,Zhihu,T3,0.7928,Negative,1691
P1448,Zhihu,T3,0.8105,Positive,1546
P1449,Zhihu,T3,0.6015,Neutral,113
P1450,Zhihu,T3,0.9372,Negative,52
P1451,Zhihu,T3,0.5621,Positive,284
P1452,Zhihu,T3,0.5029,Positive,69
P1453,Zhihu,T3,0.666,Neutral,75
P1454,Zhihu,T3,0.7701,Neutral,728
P1455,Zhihu,T3,0.9646,Neutral,96
P1456,Zhihu,T3,0.5745,Positive,573
P1457,Zhihu,T3,0.6761,Positive,2253
P1458,Zhihu,T3,0.5056,Negative,797
P1459,Zhihu,T3,0.4722,Neutral,171
P1460,Zhihu,T3,0.6085,Neutral,193
P1461,Zhihu,T3,0.976,Positive,1126
P1462,Zhihu,T3,0.5508,Neutral,1015
P1463,Zhihu,T3,0.8376,Neutral,681
P1464,Zhihu,T3,0.5651,Negative,1233
P1465,Zhihu,T3,0.9729,Neutral,125
P1466,Zhihu,T3,0.4079,Positive,238
P1467,Zhihu,T3,0.9949,Negative,783
P1468,Zhihu,T3,0.454,Neutral,1734
P1469,Zhihu,T3,0.4612,Neutral,2216
P1470,Zhihu,T3,0.4324,Positive,1408
P1471,Zhihu,T3,0.4678,Neutral,539
P1472,Zhihu,T3,0.4919,Positive,1683
P1473,Zhihu,T3,0.5949,Negative,837
P1474,Zhihu,T3,0.5209,Neutral,357
P1475,Zhihu,T3,0.4621,Neutral,777
P1476,Zhihu,T3,0.9819,Neutral,213
P1477,Zhihu,T3,0.6224,Neutral,2205
P1478,Zhihu,T3,0.6983,Negative,672
P1479,Zhihu,T3,0.4537,Neutral,3070
P1480,Zhihu,T3,0.5679,Positive,398
P1481,Zhihu,T3,0.601,Positive,669
P1482,Zhihu,T3,0.6589,Neutral,125
P1483,Zhihu,T3,0.9684,Neutral,103
P1484,Zhihu,T3,0.6086,Neutral,254
P1485,Zhihu,T3,0.9892,Neutral,337
P1486,Zhihu,T3,0.4978,Positive,211
P1487,Zhihu,T3,0.6414,Neutral,93
P1488,Zhihu,T3,0.5266,Neutral,104
P1489,Zhihu,T3,0.6138,Neutral,124
P1490,Zhihu,T3,0.5707,Positive,253
P1491,Zhihu,T3,0.8707,Neutral,208
P1492,Zhihu,T3,0.8408,Neutral,131
P1493,Zhihu,T3,0.628,Neutral,161
P1494,Zhihu,T3,0.9897,Negative,449
P1495,Zhihu,T3,0.8922,Positive,302
P1496,Zhihu,T3,0.8771,Positive,279
P1497,Zhihu,T3,0.8448,Neutral,145
P1498,Zhihu,T3,0.9613,Neutral,152
P1499,Zhihu,T3,0.9911,Neutral,435
P1500,Zhihu,T3,0.5648,Neutral,541
P1501,Zhihu,T3,0.8926,Neutral,1102
P1502,Zhihu,T3,0.8701,Neutral,220
P1503,Zhihu,T3,0.9927,Neutral,546
P1504,Zhihu,T3,0.865,Neutral,39
P1505,Zhihu,T3,0.628,Positive,124
P1506,Zhihu,T3,0.5233,Neutral,465
P1507,Zhihu,T3,0.4856,Negative,1779
P1508,Zhihu,T3,0.7579,Positive,292
P1509,Zhihu,T3,0.7298,Neutral,194
P1510,Zhihu,T3,0.4383,Positive,324
P1511,Zhihu,T3,0.5534,Positive,162
P1512,Zhihu,T3,0.6573,Negative,730
P1513,Zhihu,T3,0.2784,Positive,439
P1514,Zhihu,T3,0.4272,Neutral,308
P1515,Zhihu,T3,0.7788,Negative,61
P1516,Zhihu,T3,0.9096,Neutral,2013
P1517,Zhihu,T3,0.7153,Positive,199
P1518,Zhihu,T3,0.7171,Neutral,269
P1519,Zhihu,T3,0.4989,Neutral,152
P1520,Zhihu,T3,0.9687,Neutral,134
P1521,Zhihu,T3,0.6775,Positive,1760
P1522,Zhihu,T3,0.5453,Positive,223
P1523,Zhihu,T3,0.5136,Neutral,90
P1524,Zhihu,T3,0.7517,Neutral,659
P1525,Zhihu,T3,0.6191,Negative,1487
P1526,Zhihu,T3,0.4401,Neutral,107
P1527,Zhihu,T3,0.9325,Negative,385
P1528,Zhihu,T3,0.6268,Positive,2146
P1529,Zhihu,T3,0.8655,Negative,825
P1530,Zhihu,T3,0.4745,Neutral,860
P1531,Zhihu,T3,0.7542,Positive,292
P1532,Zhihu,T3,0.6515,Neutral,147
P1533,Zhihu,T3,0.4295,Negative,3443
P1534,Zhihu,T3,0.9461,Negative,352
P1535,Zhihu,T3,0.8037,Positive,1214
P1536,Zhihu,T3,0.992,Positive,467
P1537,Zhihu,T3,0.545,Neutral,59
P1538,Zhihu,T3,0.5489,Neutral,137
P1539,Zhihu,T4,0.7568,Positive,500
P1540,Zhihu,T4,0.5071,Positive,315
P1541,Zhihu,T4,0.3965,Neutral,98
P1542,Zhihu,T4,0.4788,Neutral,343
P1543,Zhihu,T4,0.9946,Neutral,586
P1544,Zhihu,T4,0.9947,Neutral,592
P1545,Zhihu,T4,0.751,Neutral,1522
P1546,Zhihu,T4,0.6771,Negative,264
P1547,Zhihu,T4,0.4931,Neutral,334
P1548,Zhihu,T4,0.6618,Positive,1643
P1549,Zhihu,T4,0.7919,Positive,116
P1550,Zhihu,T4,0.8534,Neutral,466
P1551,Zhihu,T4,0.5812,Neutral,264
P1552,Zhihu,T4,0.7234,Negative,2299
P1553,Zhihu,T4,0.9332,Neutral,957
P1554,Zhihu,T4,0.3537,Positive,7393
P1555,Zhihu,T4,0.9319,Negative,1084
P1556,Zhihu,T4,0.7691,Neutral,199
P1557,Zhihu,T4,0.7379,Neutral,738
P1558,Zhihu,T4,0.9948,Neutral,589
P1559,Zhihu,T4,0.9977,Neutral,1154
P1560,Zhihu,T4,0.9573,Neutral,99
P1561,Zhihu,T4,0.9736,Neutral,122
P1562,Zhihu,T4,0.9949,Negative,766
P1563,Zhihu,T4,0.9966,Neutral,823
P1564,Zhihu,T4,0.8331,Neutral,294
P1565,Zhihu,T4,0.7944,Neutral,196
P1566,Zhihu,T4,0.9047,Neutral,442
P1567,Zhihu,T4,0.5838,Neutral,368
P1568,Zhihu,T4,0.8483,Positive,1101
P1569,Zhihu,T4,0.9788,Neutral,157
P1570,Zhihu,T4,0.8882,Neutral,124
P1571,Zhihu,T4,0.9059,Positive,1164
P1572,Zhihu,T4,0.8182,Neutral,328
P1573,Zhihu,T4,0.5278,Neutral,118
P1574,Zhihu,T4,0.5991,Neutral,256
P1575,Zhihu,T4,0.7899,Neutral,506
P1576,Zhihu,T4,0.4297,Neutral,382
P1577,Zhihu,T4,0.8958,Neutral,666
P1578,Zhihu,T4,0.636,Positive,307
P1579,Zhihu,T4,0.8342,Neutral,92
P1580,Zhihu,T4,0.3911,Neutral,709
P1581,Zhihu,T4,0.8066,Neutral,1086
P1582,Zhihu,T4,0.8225,Neutral,555
P1583,Zhihu,T4,0.7081,Neutral,282
P1584,Zhihu,T4,0.7995,Neutral,141
P1585,Zhihu,T4,0.8288,Neutral,448
P1586,Zhihu,T4,0.973,Neutral,106
P1587,Zhihu,T4,0.989,Neutral,262
P1588,Zhihu,T4,0.8594,Neutral,161
P1589,Zhihu,T4,0.514,Neutral,348
P1590,Zhihu,T4,0.4608,Positive,389
P1591,Zhihu,T4,0.7073,Positive,96
P1592,Zhihu,T4,0.7915,Neutral,4753
P1593,Zhihu,T4,0.9822,Neutral,168
P1594,Zhihu,T4,0.5681,Neutral,123
P1595,Zhihu,T4,0.4817,Neutral,288
P1596,Zhihu,T4,0.89,Neutral,159
P1597,Zhihu,T4,0.8677,Positive,456
P1598,Zhihu,T4,0.5683,Neutral,1265
P1599,Zhihu,T4,0.9919,Neutral,483
P1600,Zhihu,T4,0.7764,Negative,1021
P1601,Zhihu,T4,0.5706,Neutral,338
P1602,Zhihu,T4,0.5167,Neutral,264
P1603,Zhihu,T4,0.8848,Neutral,1300
P1604,Zhihu,T4,0.3908,Positive,2225
P1605,Zhihu,T4,0.6296,Neutral,74
P1606,Zhihu,T4,0.6325,Negative,208
P1607,Zhihu,T4,0.6933,Negative,173
P1608,Zhihu,T4,0.8139,Neutral,2155
P1609,Zhihu,T4,0.5307,Negative,66
P1610,Zhihu,T4,0.9904,Neutral,323
P1611,Zhihu,T4,0.5736,Neutral,917
P1612,Zhihu,T4,0.9667,Neutral,175
P1613,Zhihu,T4,0.4618,Positive,215
P1614,Zhihu,T4,0.5086,Positive,168
P1615,Zhihu,T4,0.6953,Neutral,133
P1616,Zhihu,T4,0.986,Neutral,200
P1617,Zhihu,T4,0.7788,Neutral,1297
P1618,Zhihu,T4,0.6752,Neutral,284
P1619,Zhihu,T4,0.582,Neutral,465
P1620,Zhihu,T4,0.7263,Neutral,1157
P1621,Zhihu,T4,0.8564,Neutral,753
P1622,Zhihu,T4,0.9526,Neutral,75
P1623,Zhihu,T4,0.8383,Neutral,459
P1624,Zhihu,T4,0.4918,Positive,5403
P1625,Zhihu,T4,0.5319,Neutral,493
P1626,Zhihu,T4,0.7695,Neutral,1135
P1627,Zhihu,T4,0.5261,Positive,237
P1628,Zhihu,T4,0.7682,Neutral,936
P1629,Zhihu,T4,0.9927,Neutral,420
P1630,Zhihu,T4,0.563,Positive,751
P1631,Zhihu,T4,0.9954,Neutral,889
P1632,Zhihu,T4,0.9977,Positive,1250
P1633,Zhihu,T4,0.9977,Neutral,1423
P1634,Zhihu,T4,0.9615,Neutral,95
P1635,Zhihu,T4,0.9987,Negative,3201
P1636,Zhihu,T4,0.9338,Neutral,1256
P1637,Zhihu,T4,0.9977,Negative,1211
P1638,Zhihu,T4,0.9971,Neutral,1438
P1639,Zhihu,T4,0.5948,Neutral,4696
P1640,Zhihu,T4,0.6834,Neutral,5355
P1641,Zhihu,T4,0.8353,Neutral,1237
P1642,Zhihu,T4,0.6415,Positive,128
P1643,Zhihu,T4,0.9943,Positive,2525
P1644,Zhihu,T4,0.9972,Neutral,989
P1645,Zhihu,T4,0.5131,Neutral,3556
P1646,Zhihu,T4,0.9988,Positive,3108
P1647,Zhihu,T4,0.9266,Neutral,1326
P1648,Zhihu,T4,0.8702,Neutral,707
P1649,Zhihu,T4,0.9978,Neutral,1274
P1650,Zhihu,T4,0.7767,Positive,1018
P1651,Zhihu,T4,0.8225,Neutral,1760
P1652,Zhihu,T4,0.9948,Neutral,636
P1653,Zhihu,T4,0.5905,Neutral,507
P1654,Zhihu,T4,0.9923,Neutral,511
P1655,Zhihu,T4,0.5146,Positive,299
P1656,Zhihu,T4,0.9029,Positive,585
P1657,Zhihu,T4,0.6664,Neutral,659
P1658,Zhihu,T4,0.4568,Neutral,457
