anon_id,platform,topic,topic_probability,sentiment,char_count
P0001,Douyin,T1,0.4641,Positive,384
P0002,Douyin,T1,0.5181,Neutral,245
P0003,Douyin,T1,0.6092,Neutral,101
P0004,Douyin,T1,0.6724,Positive,389
P0005,Douyin,T1,0.5161,Negative,291
P0006,Douyin,T1,0.7885,Positive,464
P0007,Douyin,T1,0.4567,Neutral,54
P0008,Douyin,T1,0.4062,Neutral,75
P0009,Douyin,T1,0.4583,Neutral,31
P0010,Douyin,T1,0.4377,Positive,491
P0011,Douyin,T1,0.7283,Neutral,232
P0012,Douyin,T1,0.5162,Neutral,252
P0013,Douyin,T1,0.4968,Negative,668
P0014,Douyin,T1,0.7846,Negative,132
P0015,Douyin,T1,0.5898,Neutral,866
P0016,Douyin,T1,0.9673,Positive,108
P0017,Douyin,T1,0.9493,Positive,53
P0018,Douyin,T1,0.9549,Negative,284
P0019,Douyin,T1,0.9257,Neutral,45
P0020,Douyin,T1,0.6652,Neutral,30
P0021,Douyin,T1,0.5443,Neutral,568
P0022,Douyin,T1,0.6579,Negative,49
P0023,Douyin,T1,0.6166,Neutral,198
P0024,Douyin,T1,0.6939,Neutral,211
P0025,Douyin,T1,0.5667,Positive,576
P0026,Douyin,T2,0.5765,Neutral,39
P0027,Douyin,T2,0.9178,Negative,29
P0028,Douyin,T2,0.5638,Neutral,922
P0029,Douyin,T2,0.9913,Neutral,377
P0030,Douyin,T2,0.604,Neutral,26
P0031,Douyin,T2,0.9582,Positive,66
P0032,Douyin,T2,0.8576,Neutral,473
P0033,Douyin,T2,0.9958,Neutral,786
P0034,Douyin,T2,0.5496,Positive,354
P0035,Douyin,T2,0.9907,Neutral,360
P0036,Douyin,T2,0.982,Positive,529
P0037,Douyin,T2,0.5863,Positive,709
P0038,Douyin,T2,0.8399,Neutral,143
P0039,Douyin,T2,0.6208,Positive,191
P0040,Douyin,T2,0.4135,Positive,202
P0041,Douyin,T2,0.5456,Positive,31
P0042,Douyin,T2,0.5431,Neutral,36
P0043,Douyin,T2,0.5377,Neutral,23
P0044,Douyin,T2,0.5925,Neutral,22
P0045,Douyin,T2,0.8652,Neutral,28
P0046,Douyin,T2,0.9096,Neutral,24
P0047,Douyin,T2,0.9262,Neutral,38
P0048,Douyin,T2,0.9595,Neutral,72
P0049,Douyin,T2,0.6502,Neutral,84
P0050,Douyin,T2,0.8371,Neutral,29
P0051,Douyin,T2,0.8837,Neutral,32
P0052,Douyin,T2,0.7674,Positive,45
P0053,Douyin,T2,0.5537,Negative,536
P0054,Douyin,T2,0.5744,Positive,844
P0055,Douyin,T2,0.8981,Neutral,26
P0056,Douyin,T2,0.6163,Neutral,83
P0057,Douyin,T2,0.8963,Neutral,30
P0058,Douyin,T2,0.7024,Negative,24
P0059,Douyin,T2,0.6129,Neutral,57
P0060,Douyin,T3,0.9236,Neutral,47
P0061,Douyin,T3,0.493,Negative,250
P0062,Douyin,T3,0.8826,Positive,30
P0063,Douyin,T3,0.7035,Positive,158
P0064,Douyin,T3,0.4815,Neutral,61
P0065,Douyin,T3,0.8849,Positive,26
P0066,Douyin,T3,0.8345,Positive,624
P0067,Douyin,T3,0.7945,Negative,618
P0068,Douyin,T3,0.8061,Negative,58
P0069,Douyin,T3,0.6609,Neutral,509
P0070,Douyin,T3,0.9185,Positive,36
P0071,Douyin,T3,0.9656,Positive,114
P0072,Douyin,T3,0.6769,Negative,306
P0073,Douyin,T3,0.5379,Neutral,165
P0074,Douyin,T3,0.5163,Positive,61
P0075,Douyin,T3,0.7363,Negative,96
P0076,Douyin,T3,0.9091,Neutral,26
P0077,Douyin,T3,0.4953,Positive,55
P0078,Douyin,T3,0.9415,Neutral,60
P0079,Douyin,T3,0.909,Positive,33
P0080,Douyin,T3,0.8446,Neutral,66
P0081,Douyin,T3,0.547,Positive,115
P0082,Douyin,T3,0.884,Neutral,46
P0083,Douyin,T3,0.866,Positive,26
P0084,Douyin,T3,0.8663,Positive,47
P0085,Douyin,T3,0.521,Positive,53
P0086,Douyin,T3,0.9668,Neutral,126
P0087,Douyin,T3,0.7429,Positive,70
P0088,Douyin,T3,0.7445,Neutral,243
P0089,Douyin,T3,0.8846,Neutral,31
P0090,Douyin,T3,0.9674,Neutral,99
P0091,Douyin,T3,0.6627,Negative,83
P0092,Douyin,T3,0.6125,Neutral,70
P0093,Douyin,T3,0.9522,Neutral,75
P0094,Douyin,T3,0.958,Positive,287
P0095,Douyin,T3,0.4961,Neutral,24
P0096,Douyin,T3,0.7882,Neutral,101
P0097,Douyin,T3,0.8842,Neutral,32
P0098,Douyin,T3,0.9645,Positive,103
P0099,Douyin,T3,0.4736,Neutral,52
P0100,Douyin,T4,0.9873,Neutral,231
P0101,Douyin,T4,0.909,Neutral,40
P0102,Douyin,T4,0.9925,Neutral,396
P0103,Douyin,T4,0.9877,Neutral,225
P0104,Douyin,T4,0.9799,Neutral,135
P0105,Douyin,T4,0.9656,Neutral,90
P0106,Douyin,T4,0.7372,Neutral,67
P0107,Douyin,T4,0.7619,Positive,539
P0108,Douyin,T4,0.8938,Neutral,926
P0109,Douyin,T4,0.909,Neutral,35
P0110,Douyin,T4,0.7506,Neutral,521
P0111,Douyin,T4,0.6886,Positive,519
P0112,Douyin,T4,0.9954,Neutral,596
P0113,Douyin,T4,0.9938,Negative,469
P0114,Douyin,T4,0.9924,Neutral,378
P0115,Douyin,T4,0.4341,Positive,891
P0116,Douyin,T4,0.8221,Positive,562
P0117,Douyin,T4,0.6655,Neutral,381
P0118,Douyin,T4,0.664,Neutral,39
P0119,Douyin,T4,0.4568,Neutral,28
P0120,Douyin,T4,0.9969,Neutral,963
P0121,Douyin,T4,0.7697,Positive,347
P0122,Douyin,T4,0.7353,Neutral,37
P0123,Douyin,T4,0.8222,Neutral,297
P0124,Douyin,T4,0.8577,Positive,199
P0125,Douyin,T4,0.7586,Neutral,1020
P0126,Douyin,T4,0.5482,Neutral,888
P0127,Douyin,T4,0.9954,Neutral,565
P0128,Douyin,T4,0.5664,Neutral,147
P0129,Douyin,T4,0.8755,Positive,389
P0130,Douyin,T4,0.3699,Neutral,119
P0131,Douyin,T4,0.7746,Negative,935
P0132,Douyin,T4,0.7114,Positive,129
P0133,Douyin,T4,0.6059,Neutral,89
P0134,Douyin,T4,0.8421,Neutral,138
P0135,Douyin,T4,0.9728,Neutral,109
P0136,Douyin,T4,0.8841,Neutral,23
P0137,Douyin,T4,0.645,Neutral,26
P0138,Douyin,T4,0.8845,Neutral,23
P0139,Douyin,T4,0.8065,Neutral,222
P0140,Douyin,T4,0.9811,Neutral,150
P0141,Douyin,T4,0.955,Neutral,77
P0142,Douyin,T4,0.7373,Neutral,24
P0143,Douyin,T4,0.8345,Positive,24
P0144,Douyin,T4,0.764,Neutral,109
P0145,Douyin,T4,0.3866,Positive,895
P0146,Douyin,T4,0.5372,Positive,564
P0147,Douyin,T4,0.8977,Neutral,28
P0148,Douyin,T4,0.9417,Neutral,39
P0149,Douyin,T4,0.8819,Neutral,26
P0150,Douyin,T4,0.7976,Neutral,37
P0151,Douyin,T4,0.9572,Neutral,78
P0152,Douyin,T4,0.8994,Neutral,218
P0153,Douyin,T4,0.9322,Neutral,42
P0154,Douyin,T4,0.8363,Neutral,23
P0155,Douyin,T4,0.9899,Neutral,311
P0156,Douyin,T5,0.5579,Positive,53
P0157,Douyin,T5,0.4703,Neutral,588
P0158,Douyin,T5,0.5949,Neutral,31
P0159,Douyin,T5,0.6645,Positive,42
P0160,Douyin,T5,0.5208,Negative,39
P0161,Douyin,T5,0.473,Positive,258
P0162,Douyin,T5,0.9457,Positive,58
P0163,Douyin,T5,0.7993,Neutral,25
P0164,Douyin,T5,0.3843,Neutral,57
P0165,Douyin,T5,0.4977,Negative,22
P0166,Douyin,T5,0.3624,Neutral,135
P0167,Douyin,T5,0.4134,Negative,213
P0168,Douyin,T5,0.4938,Neutral,375
P0169,Douyin,T5,0.3798,Positive,269
P0170,Douyin,T5,0.5542,Positive,639
P0171,Douyin,T5,0.6433,Neutral,146
P0172,Douyin,T5,0.8833,Negative,24
P0173,Douyin,T5,0.4767,Neutral,21
P0174,Douyin,T5,0.7969,Neutral,22
P0175,Douyin,T5,0.8844,Neutral,25
P0176,Douyin,T5,0.8985,Neutral,28
P0177,Douyin,T5,0.4932,Positive,45
P0178,Douyin,T5,0.7632,Neutral,54
P0179,Douyin,T5,0.9185,Positive,27
P0180,Douyin,T5,0.4777,Positive,467
P0181,Douyin,T5,0.5575,Negative,506
P0182,Weibo,T1,0.597,Negative,818
P0183,Weibo,T1,0.6108,Neutral,725
P0184,Weibo,T1,0.5233,Positive,226
P0185,Weibo,T1,0.5131,Neutral,902
P0186,Weibo,T1,0.6826,Positive,286
P0187,Weibo,T1,0.739,Neutral,924
P0188,Weibo,T1,0.4097,Negative,660
P0189,Weibo,T1,0.8807,Neutral,186
P0190,Weibo,T1,0.8542,Negative,509
P0191,Weibo,T1,0.5192,Neutral,227
P0192,Weibo,T1,0.5509,Positive,330
P0193,Weibo,T1,0.4906,Positive,369
P0194,Weibo,T1,0.4047,Neutral,396
P0195,Weibo,T1,0.4536,Negative,721
P0196,Weibo,T1,0.6282,Negative,33
P0197,Weibo,T1,0.4206,Positive,177
P0198,Weibo,T1,0.7737,Neutral,117
P0199,Weibo,T1,0.7677,Neutral,112
P0200,Weibo,T1,0.6218,Neutral,103
P0201,Weibo,T1,0.4923,Negative,426
P0202,Weibo,T1,0.5386,Positive,144
P0203,Weibo,T1,0.7023,Positive,355
P0204,Weibo,T1,0.6368,Positive,373
P0205,Weibo,T1,0.4903,Neutral,181
P0206,Weibo,T1,0.5468,Neutral,161
P0207,Weibo,T1,0.6311,Neutral,84
P0208,Weibo,T1,0.605,Negative,1301
P0209,Weibo,T1,0.6044,Negative,313
P0210,Weibo,T2,0.7132,Neutral,1527
P0211,Weibo,T2,0.5408,Neutral,480
P0212,Weibo,T2,0.5026,Neutral,235
P0213,Weibo,T2,0.9071,Neutral,595
P0214,Weibo,T2,0.5608,Negative,385
P0215,Weibo,T2,0.4083,Neutral,56
P0216,Weibo,T2,0.5809,Neutral,702
P0217,Weibo,T2,0.5685,Negative,288
P0218,Weibo,T2,0.7387,Negative,877
P0219,Weibo,T2,0.5259,Positive,676
P0220,Weibo,T2,0.8456,Neutral,73
P0221,Weibo,T2,0.3519,Positive,173
P0222,Weibo,T2,0.9847,Neutral,319
P0223,Weibo,T2,0.7221,Neutral,98
P0224,Weibo,T2,0.9588,Neutral,108
P0225,Weibo,T2,0.5517,Neutral,120
P0226,Weibo,T2,0.9769,Neutral,116
P0227,Weibo,T2,0.3241,Neutral,89
P0228,Weibo,T2,0.9896,Negative,345
P0229,Weibo,T2,0.9907,Negative,348
P0230,Weibo,T2,0.9904,Neutral,343
P0231,Weibo,T2,0.7963,Neutral,643
P0232,Weibo,T2,0.9903,Neutral,333
P0233,Weibo,T2,0.9905,Negative,355
P0234,Weibo,T2,0.7272,Neutral,430
P0235,Weibo,T2,0.9049,Neutral,227
P0236,Weibo,T2,0.8695,Negative,430
P0237,Weibo,T2,0.9175,Negative,405
P0238,Weibo,T2,0.9924,Negative,425
P0239,Weibo,T2,0.9928,Neutral,420
P0240,Weibo,T2,0.8119,Neutral,460
P0241,Weibo,T2,0.7527,Neutral,140
P0242,Weibo,T2,0.8491,Neutral,640
P0243,Weibo,T2,0.5957,Neutral,30
P0244,Weibo,T2,0.4518,Neutral,770
P0245,Weibo,T2,0.9496,Neutral,293
P0246,Weibo,T2,0.5761,Neutral,132
P0247,Weibo,T2,0.9811,Neutral,148
P0248,Weibo,T2,0.9935,Negative,510
P0249,Weibo,T2,0.4295,Negative,411
P0250,Weibo,T2,0.7767,Negative,767
P0251,Weibo,T2,0.7999,Negative,465
P0252,Weibo,T2,0.5188,Positive,231
P0253,Weibo,T3,0.9956,Positive,863
P0254,Weibo,T3,0.3795,Neutral,460
P0255,Weibo,T3,0.997,Neutral,1405
P0256,Weibo,T3,0.7766,Neutral,4991
P0257,Weibo,T3,0.6867,Negative,344
P0258,Weibo,T3,0.4564,Negative,396
P0259,Weibo,T3,0.3839,Neutral,600
P0260,Weibo,T3,0.798,Negative,2706
P0261,Weibo,T3,0.5116,Neutral,313
P0262,Weibo,T3,0.6847,Neutral,646
P0263,Weibo,T3,0.6278,Neutral,1843
P0264,Weibo,T3,0.9482,Neutral,404
P0265,Weibo,T3,0.7904,Neutral,372
P0266,Weibo,T3,0.9593,Positive,50
P0267,Weibo,T3,0.8927,Neutral,110
P0268,Weibo,T3,0.8373,Negative,3064
P0269,Weibo,T3,0.6145,Positive,185
P0270,Weibo,T3,0.9965,Positive,1726
P0271,Weibo,T3,0.7409,Negative,195
P0272,Weibo,T3,0.9096,Neutral,128
P0273,Weibo,T3,0.5443,Neutral,84
P0274,Weibo,T3,0.6532,Neutral,142
P0275,Weibo,T3,0.566,Neutral,233
P0276,Weibo,T3,0.8442,Negative,320
P0277,Weibo,T3,0.7654,Neutral,597
P0278,Weibo,T3,0.479,Negative,45
P0279,Weibo,T3,0.5545,Positive,247
P0280,Weibo,T3,0.4484,Positive,1793
P0281,Weibo,T3,0.9129,Positive,223
P0282,Weibo,T3,0.7586,Neutral,1043
P0283,Weibo,T3,0.3938,Positive,156
P0284,Weibo,T3,0.5958,Positive,35
P0285,Weibo,T3,0.6288,Neutral,253
P0286,Weibo,T3,0.7235,Positive,78
P0287,Weibo,T3,0.6893,Positive,365
P0288,Weibo,T3,0.4933,Neutral,667
P0289,Weibo,T3,0.9686,Neutral,126
P0290,Weibo,T3,0.3319,Neutral,271
P0291,Weibo,T3,0.6531,Neutral,1257
P0292,Weibo,T3,0.5904,Negative,375
P0293,Weibo,T3,0.961,Neutral,180
P0294,Weibo,T3,0.7514,Positive,777
P0295,Weibo,T3,0.7096,Positive,86
P0296,Weibo,T3,0.771,Positive,177
P0297,Weibo,T3,0.8293,Negative,85
P0298,Weibo,T3,0.4337,Neutral,726
P0299,Weibo,T3,0.6671,Negative,325
P0300,Weibo,T3,0.5037,Positive,503
P0301,Weibo,T3,0.4613,Negative,1153
P0302,Weibo,T3,0.4616,Neutral,617
P0303,Weibo,T3,0.6302,Neutral,399
P0304,Weibo,T3,0.6958,Positive,409
P0305,Weibo,T3,0.7547,Negative,582
P0306,Weibo,T3,0.8987,Negative,41
P0307,Weibo,T3,0.7856,Negative,421
P0308,Weibo,T3,0.8836,Negative,23
P0309,Weibo,T3,0.9484,Neutral,552
P0310,Weibo,T3,0.3004,Neutral,158
P0311,Weibo,T3,0.7344,Neutral,525
P0312,Weibo,T3,0.5899,Positive,106
P0313,Weibo,T3,0.7441,Neutral,107
P0314,Weibo,T3,0.473,Neutral,186
P0315,Weibo,T3,0.5691,Neutral,394
P0316,Weibo,T3,0.8178,Neutral,988
P0317,Weibo,T3,0.6155,Neutral,433
P0318,Weibo,T3,0.5301,Neutral,1404
P0319,Weibo,T3,0.5773,Neutral,107
P0320,Weibo,T3,0.7897,Negative,80
P0321,Weibo,T3,0.5837,Negative,1743
P0322,Weibo,T3,0.8867,Negative,999
P0323,Weibo,T3,0.3447,Neutral,679
P0324,Weibo,T3,0.5586,Negative,1041
P0325,Weibo,T3,0.6812,Neutral,492
P0326,Weibo,T3,0.5126,Positive,527
P0327,Weibo,T3,0.621,Neutral,253
P0328,Weibo,T3,0.5847,Positive,2632
P0329,Weibo,T3,0.4951,Negative,1801
P0330,Weibo,T3,0.4292,Neutral,1309
P0331,Weibo,T3,0.8797,Neutral,534
P0332,Weibo,T3,0.5506,Neutral,336
P0333,Weibo,T3,0.3819,Negative,1051
P0334,Weibo,T3,0.4264,Positive,777
P0335,Weibo,T3,0.8334,Negative,1425
P0336,Weibo,T3,0.3983,Negative,390
P0337,Weibo,T3,0.8293,Negative,52
P0338,Weibo,T3,0.5182,Neutral,220
P0339,Weibo,T3,0.9671,Neutral,98
P0340,Weibo,T4,0.8818,Negative,731
P0341,Weibo,T4,0.6735,Neutral,49
P0342,Weibo,T4,0.5766,Neutral,148
P0343,Weibo,T4,0.9059,Positive,777
P0344,Weibo,T4,0.8776,Neutral,579
P0345,Weibo,T4,0.9792,Negative,148
P0346,Weibo,T4,0.9963,Neutral,766
P0347,Weibo,T4,0.973,Neutral,116
P0348,Weibo,T4,0.9967,Neutral,801
P0349,Weibo,T4,0.9965,Neutral,765
P0350,Weibo,T4,0.5479,Negative,483
P0351,Weibo,T4,0.6184,Negative,772
P0352,Weibo,T4,0.9965,Neutral,803
P0353,Weibo,T4,0.5904,Negative,2082
P0354,Weibo,T4,0.6682,Neutral,503
P0355,Weibo,T4,0.9894,Positive,271
P0356,Weibo,T4,0.6078,Positive,323
P0357,Weibo,T4,0.8892,Neutral,239
P0358,Weibo,T4,0.5524,Negative,397
P0359,Weibo,T4,0.6477,Negative,475
P0360,Weibo,T4,0.5025,Negative,1143
P0361,Weibo,T4,0.3955,Neutral,246
P0362,Weibo,T4,0.9966,Neutral,845
P0363,Weibo,T4,0.9701,Neutral,105
P0364,Weibo,T4,0.9476,Neutral,780
P0365,Weibo,T4,0.9766,Positive,114
P0366,Weibo,T4,0.8359,Neutral,799
P0367,Weibo,T4,0.9964,Neutral,762
P0368,Weibo,T4,0.9959,Neutral,698
P0369,Weibo,T4,0.9961,Neutral,726
P0370,Weibo,T4,0.8993,Neutral,350
P0371,Weibo,T4,0.8675,Negative,346
P0372,Weibo,T4,0.4725,Neutral,32
P0373,Weibo,T4,0.9835,Negative,825
P0374,Weibo,T4,0.9417,Positive,709
P0375,Weibo,T4,0.6575,Neutral,244
P0376,Weibo,T4,0.9963,Neutral,717
P0377,Weibo,T4,0.5087,Positive,860
P0378,Weibo,T4,0.986,Neutral,248
P0379,Weibo,T4,0.9934,Positive,435
P0380,Weibo,T4,0.6361,Neutral,736
P0381,Weibo,T4,0.9959,Neutral,730
P0382,Weibo,T4,0.7121,Neutral,575
P0383,Weibo,T4,0.507,Neutral,54
P0384,Weibo,T4,0.633,Negative,133
P0385,Weibo,T4,0.8009,Neutral,140
P0386,Weibo,T4,0.5096,Negative,2210
P0387,Weibo,T4,0.9166,Neutral,714
P0388,Weibo,T4,0.9934,Positive,434
P0389,Weibo,T4,0.4298,Positive,3593
P0390,Weibo,T4,0.718,Neutral,1612
P0391,Weibo,T4,0.4812,Neutral,977
P0392,Weibo,T4,0.8834,Neutral,37
P0393,Weibo,T4,0.3947,Negative,899
P0394,Weibo,T4,0.8021,Neutral,705
P0395,Weibo,T4,0.6449,Negative,139
P0396,Weibo,T4,0.91,Neutral,239
P0397,Weibo,T4,0.6687,Neutral,701
P0398,Weibo,T4,0.4596,Neutral,299
P0399,Weibo,T4,0.8012,Negative,322
P0400,Weibo,T4,0.6156,Neutral,778
P0401,Weibo,T4,0.8039,Neutral,247
P0402,Weibo,T4,0.5355,Negative,482
P0403,Weibo,T4,0.8458,Neutral,891
P0404,Weibo,T4,0.9951,Neutral,573
P0405,Weibo,T4,0.7623,Neutral,531
P0406,Weibo,T4,0.7153,Neutral,263
P0407,Weibo,T4,0.4955,Neutral,21
P0408,Weibo,T4,0.7507,Negative,377
P0409,Weibo,T4,0.8082,Neutral,126
P0410,Weibo,T4,0.8826,Neutral,181
P0411,Weibo,T4,0.9722,Neutral,666
P0412,Weibo,T4,0.993,Neutral,468
P0413,Weibo,T4,0.9883,Neutral,278
P0414,Weibo,T4,0.9847,Neutral,204
P0415,Weibo,T4,0.9914,Neutral,321
P0416,Weibo,T4,0.9659,Negative,93
P0417,Weibo,T4,0.5466,Neutral,255
P0418,Weibo,T4,0.871,Neutral,797
P0419,Weibo,T4,0.7304,Neutral,524
P0420,Weibo,T4,0.6674,Neutral,468
P0421,Weibo,T4,0.6883,Positive,431
P0422,Weibo,T4,0.5718,Neutral,311
P0423,Weibo,T4,0.375,Neutral,310
P0424,Weibo,T4,0.5125,Neutral,132
P0425,Weibo,T4,0.5356,Neutral,80
P0426,Weibo,T4,0.3868,Negative,75
P0427,Weibo,T4,0.8775,Negative,497
P0428,Weibo,T4,0.9708,Neutral,81
P0429,Weibo,T4,0.9254,Neutral,53
P0430,Weibo,T4,0.7744,Neutral,142
P0431,Weibo,T4,0.5494,Neutral,113
P0432,Weibo,T4,0.5421,Neutral,308
P0433,Weibo,T4,0.5817,Neutral,820
P0434,Weibo,T4,0.6927,Positive,495
P0435,Weibo,T4,0.5997,Positive,1390
P0436,Weibo,T4,0.7059,Neutral,111
P0437,Weibo,T4,0.4096,Neutral,125
P0438,Weibo,T4,0.9037,Neutral,878
P0439,Weibo,T4,0.6601,Neutral,170
P0440,Weibo,T4,0.6106,Negative,301
P0441,Weibo,T4,0.8845,Neutral,111
P0442,Weibo,T4,0.9352,Neutral,351
P0443,Weibo,T4,0.7606,Neutral,109
P0444,Weibo,T4,0.7292,Neutral,75
P0445,Weibo,T4,0.7984,Neutral,102
P0446,Weibo,T4,0.9783,Neutral,141
P0447,Weibo,T4,0.587,Neutral,230
P0448,Weibo,T4,0.6831,Neutral,85
P0449,Weibo,T4,0.7428,Neutral,262
P0450,Weibo,T4,0.7929,Neutral,75
P0451,Weibo,T4,0.6501,Neutral,2322
P0452,Weibo,T4,0.8334,Neutral,338
P0453,Weibo,T4,0.7033,Neutral,515
P0454,Weibo,T4,0.453,Neutral,593
P0455,Weibo,T4,0.835,Neutral,435
P0456,Weibo,T4,0.4182,Negative,175
P0457,Weibo,T4,0.7506,Neutral,902
P0458,Weibo,T4,0.6176,Negative,178
P0459,Weibo,T4,0.6216,Neutral,1023
P0460,Weibo,T4,0.7497,Neutral,3886
P0461,Weibo,T4,0.8409,Neutral,433
P0462,Weibo,T4,0.9971,Positive,984
P0463,Weibo,T4,0.7742,Neutral,293
P0464,Weibo,T4,0.5416,Positive,795
P0465,Weibo,T4,0.6937,Negative,357
P0466,Weibo,T4,0.5953,Negative,1123
P0467,Weibo,T4,0.7614,Negative,1863
P0468,Weibo,T4,0.7076,Positive,319
P0469,Weibo,T4,0.9895,Neutral,282
P0470,Weibo,T4,0.5219,Positive,191
P0471,Weibo,T4,0.7926,Neutral,556
P0472,Weibo,T4,0.7864,Neutral,627
P0473,Weibo,T4,0.5873,Neutral,324
P0474,Weibo,T4,0.4607,Neutral,455
P0475,Weibo,T4,0.5931,Neutral,567
P0476,Weibo,T4,0.4785,Neutral,125
P0477,Weibo,T4,0.8829,Neutral,811
P0478,Weibo,T4,0.7358,Negative,1142
P0479,Weibo,T4,0.996,Neutral,763
P0480,Weibo,T4,0.9791,Neutral,135
P0481,Weibo,T4,0.6912,Negative,267
P0482,Weibo,T4,0.6507,Neutral,212
P0483,Weibo,T4,0.7424,Neutral,1240
P0484,Weibo,T4,0.8618,Neutral,378
P0485,Weibo,T4,0.87,Neutral,223
P0486,Weibo,T4,0.5322,Neutral,148
P0487,Weibo,T4,0.5592,Positive,179
P0488,Weibo,T4,0.5563,Neutral,98
P0489,Weibo,T4,0.3605,Neutral,114
P0490,Weibo,T5,0.5144,Positive,1182
P0491,Weibo,T5,0.4709,Positive,258
P0492,Weibo,T5,0.5283,Neutral,174
P0493,Weibo,T5,0.9792,Neutral,124
P0494,Weibo,T5,0.5449,Positive,177
P0495,Weibo,T5,0.5283,Positive,930
P0496,Weibo,T5,0.5089,Neutral,981
P0497,Weibo,T5,0.6379,Neutral,467
P0498,Weibo,T5,0.4511,Positive,45
P0499,Weibo,T5,0.6735,Negative,325
P0500,Weibo,T5,0.4222,Neutral,66
P0501,Weibo,T5,0.6253,Positive,247
P0502,Weibo,T5,0.5464,Neutral,133
P0503,Weibo,T5,0.9314,Negative,39
P0504,Weibo,T5,0.3519,Neutral,1634
P0505,Weibo,T5,0.8091,Neutral,224
P0506,Weibo,T5,0.6546,Negative,82
P0507,Weibo,T5,0.9367,Negative,419
P0508,Weibo,T5,0.7985,Neutral,474
P0509,Weibo,T5,0.5787,Positive,72
P0510,Weibo,T5,0.9311,Positive,205
P0511,Weibo,T5,0.876,Neutral,236
P0512,Weibo,T5,0.529,Neutral,116
P0513,Weibo,T5,0.7046,Neutral,266
P0514,Weibo,T5,0.9767,Negative,158
P0515,Weibo,T5,0.6438,Neutral,242
P0516,Weibo,T5,0.9279,Positive,332
P0517,Weibo,T5,0.7769,Positive,425
P0518,Weibo,T5,0.4427,Negative,38
P0519,Weibo,T5,0.6969,Neutral,125
P0520,Weibo,T5,0.5188,Neutral,455
P0521,Weibo,T5,0.6614,Negative,163
P0522,Weibo,T5,0.4593,Positive,396
P0523,Weibo,T5,0.4131,Positive,783
P0524,Weibo,T5,0.5847,Neutral,583
P0525,Weibo,T5,0.5998,Positive,424
P0526,Weibo,T5,0.6305,Positive,228
P0527,Weibo,T5,0.5316,Negative,196
P0528,Weibo,T5,0.5486,Neutral,243
P0529,Weibo,T5,0.9864,Neutral,263
P0530,Weibo,T5,0.5705,Negative,946
P0531,Weibo,T5,0.7251,Positive,232
P0532,Weibo,T5,0.5054,Positive,965
P0533,Weibo,T5,0.8427,Neutral,285
P0534,Weibo,T5,0.3859,Positive,840
P0535,Weibo,T5,0.6746,Neutral,336
P0536,Weibo,T5,0.8659,Negative,134
P0537,Weibo,T5,0.4274,Neutral,412
P0538,Weibo,T5,0.4992,Positive,151
P0539,Weibo,T5,0.5625,Positive,274
P0540,Weibo,T5,0.9647,Positive,123
P0541,Weibo,T5,0.5141,Neutral,431
P0542,Weibo,T5,0.8168,Negative,643
P0543,Weibo,T5,0.9416,Neutral,57
P0544,Weibo,T5,0.4215,Neutral,464
P0545,Weibo,T5,0.6642,Neutral,250
P0546,Weibo,T5,0.5145,Neutral,1146
P0547,Weibo,T5,0.6049,Positive,309
P0548,Weibo,T5,0.8591,Negative,436
P0549,Weibo,T5,0.9435,Positive,295
P0550,Weibo,T5,0.5883,Neutral,448
P0551,Weibo,T5,0.5546,Neutral,473
P0552,Weibo,T5,0.5163,Positive,91
P0553,Weibo,T5,0.5404,Negative,1145
P0554,Weibo,T5,0.7387,Neutral,172
P0555,Weibo,T5,0.9752,Neutral,127
P0556,Weibo,T5,0.5637,Negative,168
P0557,Weibo,T5,0.8594,Neutral,115
P0558,Weibo,T5,0.5201,Neutral,185
P0559,Weibo,T5,0.5642,Negative,194
P0560,Weibo,T5,0.9096,Neutral,53
P0561,Xiaohongshu,T1,0.6602,Neutral,132
P0562,Xiaohongshu,T1,0.7282,Neutral,137
P0563,Xiaohongshu,T1,0.9486,Neutral,47
P0564,Xiaohongshu,T1,0.3416,Positive,937
P0565,Xiaohongshu,T1,0.4187,Neutral,243
P0566,Xiaohongshu,T1,0.7966,Neutral,90
P0567,Xiaohongshu,T1,0.7372,Negative,146
P0568,Xiaohongshu,T1,0.847,Positive,48
P0569,Xiaohongshu,T1,0.8249,Positive,947
P0570,Xiaohongshu,T1,0.4167,Neutral,704
P0571,Xiaohongshu,T1,0.6975,Neutral,164
P0572,Xiaohongshu,T1,0.8604,Neutral,102
P0573,Xiaohongshu,T1,0.5991,Negative,908
P0574,Xiaohongshu,T1,0.6912,Neutral,252
P0575,Xiaohongshu,T1,0.8673,Neutral,496
P0576,Xiaohongshu,T1,0.694,Neutral,890
P0577,Xiaohongshu,T1,0.8372,Neutral,40
P0578,Xiaohongshu,T1,0.6633,Positive,147
P0579,Xiaohongshu,T1,0.6054,Neutral,299
P0580,Xiaohongshu,T1,0.3943,Negative,63
P0581,Xiaohongshu,T1,0.9953,Negative,807
P0582,Xiaohongshu,T1,0.9959,Positive,832
P0583,Xiaohongshu,T1,0.7099,Neutral,125
P0584,Xiaohongshu,T1,0.6759,Neutral,101
P0585,Xiaohongshu,T1,0.8859,Negative,309
P0586,Xiaohongshu,T1,0.6654,Positive,1003
P0587,Xiaohongshu,T1,0.7178,Neutral,333
P0588,Xiaohongshu,T1,0.8456,Negative,757
